,parish,municipality,parish_old,matched_parish
70500,Sla- dene,Skaraborgs lan ,Sla- dene,Sladene
70508,Ransberg,Skaraborgs lan ,Ransberg,Ransberg
70511,Fagred,Skaraborgs lan ,Fagred,Fagre
70512,Tengened,Skaraborgs lan ,Tengened,Tengene
70514,Kalsborg,Skaraborgs lan ,Kalsborg,Karlsborg
70517,Berg,Skaraborgs lan ,Berg,Berg
70521,Vartofta-Asaka,Skaraborgs lan ,Vartofta-Asaka,Vartofta-Asaka
70527,Agnetorp,Skaraborgs lan ,Agnetorp,Agnetorp
70529,Agne- torp,Skaraborgs lan ,Agne- torp,Agnetorp
70531,Karleby,Skaraborgs lan ,Karleby,Karleby
70536,Grolanda,Skaraborgs lan ,Grolanda,Grolanda
70538,Brevik,Skaraborgs lan ,Brevik,Brevik
70544,Amne- harad,Skaraborgs lan ,Amne- harad,Amneharad
70549,Fullosa,Skaraborgs lan ,Fullosa,Fullosa
70576,Sil,Skaraborgs lan ,Sil,Sil
70579,Hu- saby,Skaraborgs lan ,Hu- saby,Husaby
70581,Me- delplana,Skaraborgs lan ,Me- delplana,Medelplana
70583,Medel- plana,Skaraborgs lan ,Medel- plana,Medelplana
70591,Hangelosa,Skaraborgs lan ,Hangelosa,Hangelosa
70593,Medelplana,Skaraborgs lan ,Medelplana,Medelplana
70603,Osterplana,Skaraborgs lan ,Osterplana,Osterplana
70605,Hofva,Skaraborgs lan ,Hofva,Hova
70606,Frammestad,Skaraborgs lan ,Frammestad,Frammestad
70608,Fram- mestad,Skaraborgs lan ,Fram- mestad,Frammestad
70612,Acklinga,Skaraborgs lan ,Acklinga,Acklinga
70616,Holmestad,Skaraborgs lan ,Holmestad,Holmestad
70618,Hassled,Skaraborgs lan ,Hassled,Hassle
70622,Lindarfva,Skaraborgs lan ,Lindarfva,Lindarva
70628,Mo,Skaraborgs lan ,Mo,Mo
70630,Ryd,Skaraborgs lan ,Ryd,Ryd
70631,Ullervad,Skaraborgs lan ,Ullervad,Ullervad
70632,Oglunda,Skaraborgs lan ,Oglunda,Oglunda
70636,Grefback,Skaraborgs lan ,Grefback,Grevback
70640,Molltorp,Skaraborgs lan ,Molltorp,Molltorp
70642,Borstig,Skaraborgs lan ,Borstig,Borstig
70645,Back,Skaraborgs lan ,Back,Back
70658,Bjurum,Skaraborgs lan ,Bjurum,Bjurum
70664,Suntak,Skaraborgs lan ,Suntak,Suntak
70668,Habo,Skaraborgs lan ,Habo,Habo
70670,Velinga,Skaraborgs lan ,Velinga,Velinga
70672,Skjalfvum,Skaraborgs lan ,Skjalfvum,Skalvum
70676,Tadened,Skaraborgs lan ,Tadened,Tadene
70678,Skarstad,Skaraborgs lan ,Skarstad,Skarstad
70698,Ler- dala,Skaraborgs lan ,Ler- dala,Lerdala
70703,Torso,Skaraborgs lan ,Torso,Torso
70715,Stentorp,Skaraborgs lan ,Stentorp,Stenstorp
70717,Sparlosa,Skaraborgs lan ,Sparlosa,Sparlosa
70730,Fyrunga,Skaraborgs lan ,Fyrunga,Fyrunga
70740,Edasa,Skaraborgs lan ,Edasa,Edasa
70744,Rada,Skaraborgs lan ,Rada,Rada
70750,Bellefors,Skaraborgs lan ,Bellefors,Ballefors
70751,Sveneby,Skaraborgs lan ,Sveneby,Sveneby
70762,Seger- stad,Skaraborgs lan ,Seger- stad,Segerstad
70764,Haggum,Skaraborgs lan ,Haggum,Haggum
70771,Ljunghem,Skaraborgs lan ,Ljunghem,Ljunghem
70773,Amneharad,Skaraborgs lan ,Amneharad,Amneharad
70778,Bitterna,Skaraborgs lan ,Bitterna,Bitterna
70780,Long,Skaraborgs lan ,Long,Long
70782,Gudhem,Skaraborgs lan ,Gudhem,Gudhem
70784,Goss- lunda,Skaraborgs lan ,Goss- lunda,Gosslunda
70805,Trastena,Skaraborgs lan ,Trastena,Trastena
70806,Skorstorp,Skaraborgs lan ,Skorstorp,Skorstorp
70808,Mellby,Skaraborgs lan ,Mellby,Mellby
70813,Skanings- saka,Skaraborgs lan ,Skanings- saka,Skanings-Asaka
70817,Kestad,Skaraborgs lan ,Kestad,Kestad
70819,Fared,Skaraborgs lan ,Fared,Fared
70821,Kors- berga,Skaraborgs lan ,Kors- berga,Korsberga
70836,Fridened,Skaraborgs lan ,Fridened,Fridene
70839,Mofalla,Skaraborgs lan ,Mofalla,Mofalla
70847,Gokhem,Skaraborgs lan ,Gokhem,Gokhem
70861,Ny- kyrke,Skaraborgs lan ,Ny- kyrke,Nykyrke
70865,Vedum,Skaraborgs lan ,Vedum,Vedum
70867,Hyringa,Skaraborgs lan ,Hyringa,Hyringa
70871,Sjogerstad,Skaraborgs lan ,Sjogerstad,Sjogerstad
70885,Baltak,Skaraborgs lan ,Baltak,Baltak
70887,Spar- losa,Skaraborgs lan ,Spar- losa,Sparlosa
70896,Tore- boda,Skaraborgs lan ,Tore- boda,Toreboda
70901,Ofva,Skaraborgs lan ,Ofva,Ova
70912,Trevattna,Skaraborgs lan ,Trevattna,Travattna
70918,Marka,Skaraborgs lan ,Marka,Marka
70921,Istrum,Skaraborgs lan ,Istrum,Istrum
70923,Sorby,Skaraborgs lan ,Sorby,Sorby
70937,Kallby,Skaraborgs lan ,Kallby,Kallby
70939,SFagelas,Skaraborgs lan ,S. Fagelas,Fagelas
70941,Floby,Skaraborgs lan ,Floby,Floby
70945,Korsberga,Skaraborgs lan ,Korsberga,Korsberga
70950,Varola,Skaraborgs lan ,Varola,Varola
70952,Yllestad,Skaraborgs lan ,Yllestad,Yllestad
70959,Onum,Skaraborgs lan ,Onum,Onum
70962,Hjarpas,Skaraborgs lan ,Hjarpas,Hjarpas
70992,Sarestad,Skaraborgs lan ,Sarestad,Sarestad
70996,Frigger- aker,Skaraborgs lan ,Frigger- aker,Friggeraker
71002,Borgunda,Skaraborgs lan ,Borgunda,Borgunda
71008,Jung,Skaraborgs lan ,Jung,Jung
71010,Sventorp,Skaraborgs lan ,Sventorp,Sventorp
24414,Forsmark,Stockholm,Forsmark,Forsmark
24419,Oregrund,Stockholm,Oregrund,Oregrund
24424,Knifsta,Stockholm,Knifsta,Knista
24535,Bo,Stockholm,Bo,Bo
24542,Bladaker,Stockholm,Bladaker,Bladaker
24724,Harg,Stockholm,Harg,Harg
24730,Ore- grund,Stockholm,Ore- grund,Oregrund
24802,Osthammar,Stockholm,Osthammar,Osthammar
24819,Svartsjo,Stockholm,Svartsjo,Svardsjo
24848,Hastholmen,Stockholm,Hastholmen,Hastholmen
25003,Ryd,Stockholm,Ryd,Ryd
25190,Alsike,Stockholm,Alsike,Alsike
25222,Valo,Stockholm,Valo,Valo
25543,Knutby,Stockholm,Knutby,Knutby
25581,Sorunda,Stockholm,Sorunda,Sorunda
25626,Almunge,Stockholm,Almunge,Almunge
25632,Borstil,Stockholm,Borstil,Borstil
25709,Hokhufvud,Stockholm,Hokhufvud,Hokhuvud
25717,Vassunda,Stockholm,Vassunda,Vassunda
25790,Ranas,Stockholm,Ranas,Ramnas
26610,Lagga,Stockholm,Lagga,Lagga
26858,Graso,Stockholm,Graso,Graso
27431,Ostuna,Stockholm,Ostuna,Ostuna
28614,Ostham- mar,Stockholm,Ostham- mar,Osthammar
28625,Faringe,Stockholm,Faringe,Faringe
30206,Karnbo,Boras ,Karnbo),Karnbo
31060,Berg,Falun ,Berg,Berg
31663,Amal,Gafle ,Amal),Amal
32065,Partilled,Goteborg ,Partilled),Partille
32071,Frolunda,Goteborg ,Frolunda),Froslunda
32391,Orgryte,Goteborg ,Orgryte),Orgryte
33036,Lerum,Goteborg ,Lerum),Lerum
33062,Halmstad,Goteborg ,Halmstad),Halmstad
33288,Lundby,Goteborg ,Lundby),Lundby
33303,Askim,Goteborg ,Askim),Askim
33467,Fassberg,Goteborg ,Fassberg),Fassberg
34099,Smogen,Goteborg ,Smogen),Smogen
35162,Varfvet,Goteborg ,Varfvet),Varvet
35883,Alingsas,Goteborg ,Alingsas),Alingsas
36302,Gaso,Goteborg ,Gaso),Graso
37053,Tarnan,Haparanda ,Tarnan,Tarna
38084,i Halsingborg,Halsingborg ,i Halsingborg,Halsingborg
38214,Halsingborg,Halsingborg ,Halsingborg,Halsingborg
38259,Nordsjon,Halsingborg ,Nordsjon,Norsjo
41628,Karlsvik,Lulea ,(Karlsvik),Kalvsvik
42329,Anderslof,Malmo ,Anderslof,Anderslov
42760,Svedala,Malmo ,Svedala),Svedala
42790,Limhamn,Malmo ,Limhamn),Limhamn
42980,Raus,Malmo ,Raus),Raus
43203,Barnarp,Malmo ,Barnarp),Barnarp
43219,Son,Malmo ,Son),Skon
43322,Fosie,Malmo ,Fosie),Fosie
44320,Sofielund,Mariestad ,(Sofielund),Sofielund
44478,Gamleby.,Norrkoping ,Gamleby.,Gamleby
45505,i Kalmar,Oskarshamn ,(i Kalmar),Kalmar
46657,Norrland,Sundsvall ,Norrland,Norrlanda
49018,Gamleby,Vastervik  ,Gamleby,Gamleby
49924,i Ronneby,Orebro ,(i Ronneby),Ronneby
51127,Asarum,Hjo ,Asarum,Asarum
51622,Farnebo,Gafleborgs lan ,Farnebo,Farnebo
51748,Fernebo,Gafleborgs lan ,Fernebo,Farnebo
52269,Ljung,Goteborgs och Bohus lan ,Ljung,Ljung
52271,Partilled,Goteborgs och Bohus lan ,Partilled,Partille
52272,Kville,Goteborgs och Bohus lan ,Kville,Kville
52274,Ockero,Goteborgs och Bohus lan ,Ockero,Ockero
52277,Backa,Goteborgs och Bohus lan ,Backa,Backa
52315,Lommelanda,Goteborgs och Bohus lan ,Lommelanda,Lommeland
52318,Orgryte,Goteborgs och Bohus lan ,Orgryte,Orgryte
52320,Norum,Goteborgs och Bohus lan ,Norum,Norum
52321,Smogen,Goteborgs och Bohus lan ,Smogen,Smogen
52325,Fassberg,Goteborgs och Bohus lan ,Fassberg,Fassberg
52340,Gull- holmen,Goteborgs och Bohus lan ,Gull- holmen,Gullholmen
52344,VFrolunda,Goteborgs och Bohus lan ,V. Frolunda,Froslunda
52347,Odsmal,Goteborgs och Bohus lan ,Odsmal,Odsmal
52348,Brastad,Goteborgs och Bohus lan ,Brastad,Brastad
52350,Stenkyrka,Goteborgs och Bohus lan ,Stenkyrka,Stenkyrka
52352,Lycke,Goteborgs och Bohus lan ,Lycke,Lycke
52354,Safve,Goteborgs och Bohus lan ,Safve,Save
52357,Bokenas,Goteborgs och Bohus lan ,Bokenas,Bokenas
52362,Frolunda,Goteborgs och Bohus lan ,Frolunda,Froslunda
52363,Folunda,Goteborgs och Bohus lan ,Folunda,Froslunda
52365,Morlanda,Goteborgs och Bohus lan ,Morlanda,Morlanda
52367,Skee,Goteborgs och Bohus lan ,Skee,Skee
52368,Tossene,Goteborgs och Bohus lan ,Tossene,Tossene
52379,Svenneby,Goteborgs och Bohus lan ,Svenneby,Svenneby
52391,Stala,Goteborgs och Bohus lan ,Stala,Stala
52392,Myckleby,Goteborgs och Bohus lan ,Myckleby,Myckleby
52396,Langelanda,Goteborgs och Bohus lan ,Langelanda,Langelanda
52398,Nya varfvet,Goteborgs och Bohus lan ,Nya varfvet,Nya Varvet
52400,Askim,Goteborgs och Bohus lan ,Askim,Askim
52402,Foss,Goteborgs och Bohus lan ,Foss,Foss
52412,Malmon,Goteborgs och Bohus lan ,Malmon,Malmon
52415,Jorlanda,Goteborgs och Bohus lan ,Jorlanda,Jorlanda
52419,Ytterby,Goteborgs och Bohus lan ,Ytterby,Ytterby
52460,Rada,Goteborgs och Bohus lan ,Rada,Rada
52465,Tanum,Goteborgs och Bohus lan ,Tanum,Tanum
52470,Askum,Goteborgs och Bohus lan ,Askum,Askum
52488,Tegneby,Goteborgs och Bohus lan ,Tegneby,Tegneby
52494,Lyse,Goteborgs och Bohus lan ,Lyse,Lyse
52508,Or- gryte,Goteborgs och Bohus lan ,Or- gryte,Orgryte
52544,Hjartrum,Goteborgs och Bohus lan ,Hjartrum,Hjartum
52548,Styrso,Goteborgs och Bohus lan ,Styrso,Styrso
52554,Harryda,Goteborgs och Bohus lan ,Harryda,Harryda
52562,Kungshamn,Goteborgs och Bohus lan ,Kungshamn,Kungshamn
52589,Fass- berg,Goteborgs och Bohus lan ,Fass- berg,Fassberg
52593,Skafto,Goteborgs och Bohus lan ,Skafto,Skafto
52597,Kallered,Goteborgs och Bohus lan ,Kallered,Kallered
52598,Landvetter,Goteborgs och Bohus lan ,Landvetter,Landvetter
52609,Haby,Goteborgs och Bohus lan ,Haby,Haby
52623,Vasterlanda,Goteborgs och Bohus lan ,Vasterlanda,Vasterlanda
52638,Ucklum,Goteborgs och Bohus lan ,Ucklum,Ucklum
52653,Resterod,Goteborgs och Bohus lan ,Resterod,Resterod
52684,Hjartum,Goteborgs och Bohus lan ,Hjartum,Hjartum
52700,Tufve,Goteborgs och Bohus lan ,Tufve,Tuve
52716,Hede,Goteborgs och Bohus lan ,Hede,Hede
52745,Varfvet,Goteborgs och Bohus lan ,Varfvet,Varvet
52746,Bafve,Goteborgs och Bohus lan ,Bafve,Bave
52754,Rodbo,Goteborgs och Bohus lan ,Rodbo,Rodbo
52757,Varvet,Goteborgs och Bohus lan ,Varvet,Varvet
52772,Forshalla,Goteborgs och Bohus lan ,Forshalla,Forshalla
52810,Svarteborg,Goteborgs och Bohus lan ,Svarteborg,Svarteborg
52812,Klofvedal,Goteborgs och Bohus lan ,Klofvedal,Klovedal
52829,Herrestad,Goteborgs och Bohus lan ,Herrestad,Herrestad
52842,Fiskebacks- kil,Goteborgs och Bohus lan ,Fiskebacks- kil,Fiskebackskil
52920,Hall,Hallands lan ,Hall,Hall
52951,Lindome,Hallands lan ,Lindome,Lindome
53129,Mo,Hallands lan ,Mo,Mo
53144,Viken,Jamtlands lan ,Viken,Viken
53186,Mallbyn,Jamtlands lan ,Mallbyn,Mjallby
53188,Mallby,Jamtlands lan ,Mallby,Mjallby
53192,Oden- sala,Jamtlands lan ,Oden- sala,Odensala
53194,Bredgard,Jamtlands lan ,Bredgard,Bredared
53197,Mo,Jamtlands lan ,Mo,Mo
53248,Hammaren,Jamtlands lan ,Hammaren,Hammar
53286,Borgsjo,Jamtlands lan ,Borgsjo,Borgsjo
53294,Lund,Jamtlands lan ,Lund,Lunda
53298,By,Jamtlands lan ,By,By
53335,Borglunda,Jamtlands lan ,Borglunda,Borgunda
53365,Holmsjon,Jamtlands lan ,Holmsjon,Holmon
53395,Eriksberg,Jamtlands lan ,Eriksberg,Eriksberg
53402,Boggsjo,Jamtlands lan ,Boggsjo,Borgsjo
53421,Valla,Jamtlands lan ,Valla,Valla
53439,Gardnas,Jamtlands lan ,Gardnas,Gargnas
53460,Backen,Jamtlands lan ,Backen,Backe
53470,Uppland,Jamtlands lan ,Uppland,Uplanda
53474,Hagrad,Jamtlands lan ,Hagrad,Harad
53490,Roma,Jamtlands lan ,Roma,Roma
53496,Odensala,Jamtlands lan ,Odensala,Odensala
53537,Sund,Jamtlands lan ,Sund,Sund
53612,Ang,Jamtlands lan ,Ang,Anga
53676,Bispgarden,Jamtlands lan ,Bispgarden,Biskopsgarden
53757,Nacksta,Jamtlands lan ,Nacksta,Hacksta
53763,Almesakra,Jamtlands lan ,Almesakra,Almesakra
53767,Hessleby,Jamtlands lan ,Hessleby,Hassleby
53771,Tranas,Jonkopings lan ,Tranas,Tranas
53774,Langaryd,Jonkopings lan ,Langaryd,Langaryd
53859,Sandsjo,Jonkopings lan ,Sandsjo,Sundsjo
53871,Fargaryd,Jonkopings lan ,Fargaryd,Fargaryd
53894,Solberga,Jonkopings lan ,Solberga,Solberga
54163,Svartarp,Jonkopings lan ,Svartarp,Svarta
54278,Bolmso,Jonkopings lan ,Bolmso,Bolmso
54316,Ljunga,Jonkopings lan ,Ljunga,Ljung
54356,Jaluntofta,Jonkopings lan ,Jaluntofta,Jalluntofta
54456,Hannas,Kalmar lan ,Hannas,Hannas
54490,Gardserum,Kalmar lan ,Gardserum,Gardserum
54499,Tryserum,Kalmar lan ,Tryserum,Tryserum
54530,Tryserum,Kalmar lan ,/Tryserum,Tryserum
54973,Eksjo,Kalmar lan ,Eksjo,Eksjo
55170,Tuna,Kopparbergs lan ,Tuna,Tuna
55171,Leksand,Kopparbergs lan ,Leksand,Leksand
55172,Norrbarke,Kopparbergs lan ,Norrbarke,Norrbarke
55174,Avesta,Kopparbergs lan ,Avesta,Avesta
55175,Orsa,Kopparbergs lan ,Orsa,Orsa
55182,Transtrand,Kopparbergs lan ,Transtrand,Transtrand
55183,Ludvika,Kopparbergs lan ,Ludvika,Ludvika
55184,Grangarde,Kopparbergs lan ,Grangarde,Grangarde
55189,Mockfjard,Kopparbergs lan ,Mockfjard,Mockfjard
55214,Hannas,Kopparbergs lan ,Hannas,Hannas
55216,Monsteras,Kopparbergs lan ,Monsteras,Monsteras
55224,Jarna,Kopparbergs lan ,Jarna,Jarna
55226,Lima,Kopparbergs lan ,Lima,Lima
55228,Ore,Kopparbergs lan ,Ore,Ore
55230,Rattvik,Kopparbergs lan ,Rattvik,Rattvik
55231,Alfdalen,Kopparbergs lan ,Alfdalen,Alvdalen
55236,Safsnas,Kopparbergs lan ,Safsnas,Safsnas
55239,Husby,Kopparbergs lan ,Husby,Husby
55250,Soderbarke,Kopparbergs lan ,Soderbarke,Soderbarke
55255,Svardsjo,Kopparbergs lan ,Svardsjo,Svardsjo
55260,Malung,Kopparbergs lan ,Malung,Malung
55262,Gagnef,Kopparbergs lan ,Gagnef,Gagnef
55284,Silfberg,Kopparbergs lan ,Silfberg,Silvberg
55304,Folkarna,Kopparbergs lan ,Folkarna,Folkarna
55321,By,Kopparbergs lan ,By,By
55322,Sarna,Kopparbergs lan ,Sarna,Sarna
55363,Aspeboda,Kopparbergs lan ,Aspeboda,Aspeboda
55366,Mora,Kopparbergs lan ,Mora,Mora
55368,Garpenberg,Kopparbergs lan ,Garpenberg,Garpenberg
55370,Vika,Kopparbergs lan ,Vika,Vika
55371,Torsang,Kopparbergs lan ,Torsang,Torsang
55378,Grytnas,Kopparbergs lan ,Grytnas,Grytnas
55415,Bjursas,Kopparbergs lan ,Bjursas,Bjursas
55424,Sundborn,Kopparbergs lan ,Sundborn,Sundborn
55427,Lek- sand,Kopparbergs lan ,Lek- sand,Leksand
55432,Nas,Kopparbergs lan ,Nas,Nas
55467,Floda,Kopparbergs lan ,Floda,Floda
55549,Grangarde,Kopparbergs lan ,. Grangarde,Grangarde
55565,Skedvi,Kopparbergs lan ,Skedvi,Skedevi
55612,Vansbro,Kopparbergs lan ,Vansbro,Vadsbro
55670,Soder- barke,Kopparbergs lan ,Soder- barke,Soderbarke
55678,Enviken,Kopparbergs lan ,Enviken,Enviken
55709,Boda,Kopparbergs lan ,Boda,Boda
55739,Appelbo,Kopparbergs lan ,Appelbo,Appelbo
55765,Norr- barke,Kopparbergs lan ,Norr- barke,Norrbarke
55790,Aspe- boda,Kopparbergs lan ,Aspe- boda,Aspeboda
55835,A,Kopparbergs lan ,A,A
55964,Gran- garde,Kopparbergs lan ,Gran- garde,Grangarde
56145,Gustaf,Kopparbergs lan ,Gustaf,Gustafs
56149,Sater,Kopparbergs lan ,Sater,Sater
56163,Sollero,Kopparbergs lan ,Sollero,Solleron
56198,Gustafs,Kopparbergs lan ,Gustafs,Gustafs
56236,Lud- vika,Kopparbergs lan ,Lud- vika,Ludvika
56248,Al,Kopparbergs lan ,Al,Al
56298,Glemminge,Kristianstads lan ,Glemminge,Glemminge
56320,Horup,Kristianstads lan ,Horup,Horup
56335,Mellby,Kristianstads lan ,Mellby,Mellby
56367,Broby,Kristianstads lan ,Broby,Broby
56415,Asum,Kristianstads lan ,Asum,Askum
56432,Stroo,Kristianstads lan ,Stroo,Stro
56476,Tjornarp,Kristianstads lan ,Tjornarp,Tjornarp
56491,Klaby,Kristianstads lan ,Klaby,Kolaby
56536,Ansa,Kristianstads lan ,Ansa,Ansta
56601,VBroby,Kristianstads lan ,V. Broby,Broby
56649,Bonerup,Kristianstads lan ,Bonerup,Bonderup
56671,Laderup,Kristianstads lan ,Laderup,Loderup
56778,Loderup,Kristianstads lan ,Loderup,Loderup
56793,Ingelstorp,Kristianstads lan ,Ingelstorp,Ingelstorp
56858,Skillinge,Kristianstads lan ,Skillinge,Skallinge
57186,Notteback,Kristianstads lan ,Notteback,Notteback
57188,Allmundsryd,Kristianstads lan ,Allmundsryd,Almundsryd
57226,OBroby,Kristianstads lan ,O. Broby,Broby
57238,Helleberga,Kronobergs lan ,Helleberga,Halleberga
57244,Torsas,Kronobergs lan ,Torsas,Torsas
57262,Sandsjo,Kronobergs lan ,Sandsjo,Sundsjo
57277,Forsas,Kronobergs lan ,Forsas,Forsa
57356,Algutsboda,Kronobergs lan ,Algutsboda,Algutsboda
57455,Langasjo,Kronobergs lan ,Langasjo,Langasjo
57601,Torsas.,Kronobergs lan ,Torsas.,Torsas
57702,Tygelsjo,Malmohus lan ,Tygelsjo,Tygelsjo
57703,Billinge,Malmohus lan ,Billinge,Billinge
57704,Brunnby,Malmohus lan ,Brunnby,Brunnby
57705,Raus,Malmohus lan ,Raus,Raus
57706,Asum,Malmohus lan ,Asum,Askum
57708,Ingelstad,Malmohus lan ,Ingelstad,Ingelstad
57710,Vasby,Malmohus lan ,Vasby,Vasby
57713,Dalby,Malmohus lan ,Dalby,Dalby
57714,Limhamn,Malmohus lan ,Limhamn,Limhamn
57716,Harlosa,Malmohus lan ,Harlosa,Harlosa
57717,Husie,Malmohus lan ,Husie,Husie
57747,Hogserod,Malmohus lan ,Hogserod,Hogserod
57749,Fosie,Malmohus lan ,Fosie,Fosie
57750,Anderslof,Malmohus lan ,Anderslof,Anderslov
57754,Horby,Malmohus lan ,Horby,Horby
57755,Sku- rup,Malmohus lan ,Sku- rup,Skurup
57761,OVemmen- hog,Malmohus lan ,O. Vemmen- hog,Vemmenhog
57763,Kvistofta,Malmohus lan ,Kvistofta,Kvistofta
57779,Lofvestad,Malmohus lan ,Lofvestad,Lovestad
57788,Hor,Malmohus lan ,Hor,Hor
57789,Farhult,Malmohus lan ,Farhult,Farhult
57794,Hokoping,Malmohus lan ,Hokoping,Hokopinge
57795,Flackarp,Malmohus lan ,Flackarp,Flackarp
57797,Hogestad,Malmohus lan ,Hogestad,Hogestad
57798,Bara,Malmohus lan ,Bara,Bara
57804,Hoby,Malmohus lan ,Hoby,Hoby
57806,Tirup,Malmohus lan ,Tirup,Tirup
57807,Trollenas,Malmohus lan ,Trollenas,Trollenas
57808,Upp- akra,Malmohus lan ,Upp- akra,Uppakra
57810,Kellstorp,Malmohus lan ,Kellstorp,Kallstorp
57812,Skurup,Malmohus lan ,Skurup,Skurup
57814,Skifarp,Malmohus lan ,Skifarp,Skivarp
57827,Alstad,Malmohus lan ,Alstad,Alstad
57828,Ha- stad,Malmohus lan ,Ha- stad,Hastad
57838,Sallerup,Malmohus lan ,Sallerup,Sallerup
57844,Hammar,Malmohus lan ,Hammar,Hammar
57848,Hem- mesdynge,Malmohus lan ,Hem- mesdynge,Hemmesdynge
57856,Hemmes- dynge,Malmohus lan ,Hemmes- dynge,Hemmesdynge
57858,Harrie,Malmohus lan ,Harrie,Harrie
57861,Hokopinge,Malmohus lan ,Hokopinge,Hokopinge
57863,Slagarp,Malmohus lan ,Slagarp,Slagarp
57866,Nobbelof,Malmohus lan ,Nobbelof,Nobbelov
57879,Sandby,Malmohus lan ,Sandby,Sandby
57880,SSandby,Malmohus lan ,S. Sandby,Sandby
57882,Tofta,Malmohus lan ,Tofta,Tofta
57883,Glastorp,Malmohus lan ,Glastorp,Glostorp
57888,Kattarp,Malmohus lan ,Kattarp,Kattarp
57890,Holmby,Malmohus lan ,Holmby,Holmby
57899,Ostraby,Malmohus lan ,Ostraby,Ostraby
57900,Brunn- by,Malmohus lan ,Brunn- by,Brunnby
57904,Eskilstorp,Malmohus lan ,Eskilstorp,Eskilstorp
57911,Risekatslosa,Malmohus lan ,Risekatslosa,Risekatslosa
57917,Hyby,Malmohus lan ,Hyby,Hyby
57922,Veberod,Malmohus lan ,Veberod,Veberod
57930,Stro,Malmohus lan ,Stro,Stro
57931,Lackalanga,Malmohus lan ,Lackalanga,Lackalanga
57937,Bunkeflo,Malmohus lan ,Bunkeflo,Bunkeflo
57939,Hoganas,Malmohus lan ,Hoganas,Hoganas
57946,Branstad,Malmohus lan ,Branstad,Brandstad
57949,Kopinge,Malmohus lan ,Kopinge,Kopinge
57951,Lomma,Malmohus lan ,Lomma,Lomma
57953,Skarhult,Malmohus lan ,Skarhult,Skarhult
57954,Fleninge,Malmohus lan ,Fleninge,Fleninge
57959,Uppakra,Malmohus lan ,Uppakra,Uppakra
57962,Morarp,Malmohus lan ,Morarp,Morarp
57968,Kropp,Malmohus lan ,Kropp,Kropp
57970,Balkakra,Malmohus lan ,Balkakra,Balkakra
57977,Ortofta,Malmohus lan ,Ortofta,Ortofta
57978,Allerum,Malmohus lan ,Allerum,Allerum
57988,Halmstad,Malmohus lan ,Halmstad,Halmstad
57992,Kagerod,Malmohus lan ,Kagerod,Kagerod
57994,Ask,Malmohus lan ,Ask,Ask
57998,Bjeresjo,Malmohus lan ,Bjeresjo,Bjaresjo
58000,Brundby,Malmohus lan ,Brundby,Brunnby
58001,Oved,Malmohus lan ,Oved,Oved
58004,Vasterstad,Malmohus lan ,Vasterstad,Vasterstad
58005,Billeberga,Malmohus lan ,Billeberga,Billeberga
58007,Vrams,Malmohus lan ,Vrams,Vram
58011,Bille- berga,Malmohus lan ,Bille- berga,Billeberga
58014,Wollsjo,Malmohus lan ,Wollsjo,Tollsjo
58015,Tottarp,Malmohus lan ,Tottarp,Tottarp
58040,Fjarrestad,Malmohus lan ,Fjarrestad,Fjarestad
58042,Bosjokloster,Malmohus lan ,Bosjokloster,Bosjokloster
58051,Saby,Malmohus lan ,Saby,Saby
58059,Frenninge,Malmohus lan ,Frenninge,Franninge
58062,Munkarp,Malmohus lan ,Munkarp,Munkarp
58063,Valinge,Malmohus lan ,Valinge,Valinge
58064,Hede- skoga,Malmohus lan ,Hede- skoga,Hedeskoga
58068,Karrstorp,Malmohus lan ,Karrstorp,Karlstorp
58072,Skabersjo,Malmohus lan ,Skabersjo,Skabersjo
58073,Nefvitshog,Malmohus lan ,Nefvitshog,Nevishog
58095,Vram,Malmohus lan ,Vram,Vram
58106,Loddekoping,Malmohus lan ,Loddekoping,Loddekopinge
58108,Gessie,Malmohus lan ,Gessie,Gessie
58109,Loddekopinge,Malmohus lan ,Loddekopinge,Loddekopinge
58115,Trillestad,Malmohus lan ,Trillestad,Frillestad
58135,Sirekopinge,Malmohus lan ,Sirekopinge,Sirekopinge
58141,Fulltofta,Malmohus lan ,Fulltofta,Fulltofta
58153,Torp,Malmohus lan ,Torp,Torp
58157,Halsingborg,Malmohus lan ,Halsingborg,Halsingborg
58159,Hesingborg,Malmohus lan ,Hesingborg,Helsingborg
58163,Jonstorp,Malmohus lan ,Jonstorp,Jonstorp
58165,Lim- hamn,Malmohus lan ,Lim- hamn,Limhamn
58190,Odarslof,Malmohus lan ,Odarslof,Odarslov
58194,Stafvie,Malmohus lan ,Stafvie,Stavie
58200,Asmundtorp,Malmohus lan ,Asmundtorp,Asmundtorp
58201,Viken,Malmohus lan ,Viken,Viken
58207,Rostanga,Malmohus lan ,Rostanga,Rostanga
58212,Sirekoping,Malmohus lan ,Sirekoping,Sirekopinge
58218,Vanstad,Malmohus lan ,Vanstad,Vanstad
58219,Soderhvidinge,Malmohus lan ,Soderhvidinge,Sodervidinge
58222,Vadensjo,Malmohus lan ,Vadensjo,Vadensjo
58225,Lund,Malmohus lan ,Lund,Lunda
58253,Frillestad,Malmohus lan ,Frillestad,Frillestad
58275,Borlunda,Malmohus lan ,Borlunda,Borlunda
58278,Gudmundstorp,Malmohus lan ,Gudmundstorp,Gudmuntorp
